UserID,Item01,Item02,Item06,Item09,Item11,Item12,Item14,Item16,Item17,Item18,Item19,Item21,Item22,Item23,Item24,Item25,Item38,Item26,Item27,Item39,Item28,Item29
23,7,6,1,7,4,7,1,1,1,1,1,7,7,7,4,7,7,6,7,6,7,7
24,6,1,5,4,7,4,1,1,4,1,4,4,4,2,1,4,4,3,5,2,4,3
25,7,3,4,7,7,7,1,2,3,1,1,7,4,3,5,5,7,6,7,6,7,7
26,7,4,5,4,7,5,2,5,1,2,1,4,7,4,6,4,4,3,5,4,4,5
27,6,2,3,5,7,7,2,1,2,1,1,5,5,7,6,4,6,3,5,3,6,4
29,6,6,1,7,7,7,2,1,1,1,1,7,7,4,6,7,7,6,7,2,7,7
30,6,1,1,7,7,7,1,2,1,1,1,7,7,5,4,4,7,3,5,6,5,4
31,7,1,1,7,4,7,1,1,1,1,4,4,7,7,4,4,4,4,5,6,7,7
32,6,1,1,7,4,7,2,5,1,2,1,7,7,7,6,7,7,6,7,4,7,7
33,7,1,1,7,7,7,1,4,1,1,1,7,7,5,4,6,7,5,7,6,5,4
34,6,6,5,4,7,5,1,1,4,2,4,4,4,3,3,5,4,3,5,4,4,5
36,7,1,1,7,7,7,1,1,1,1,1,7,6,7,6,7,7,4,7,6,7,7
37,6,1,1,7,7,7,1,5,1,1,1,7,6,6,6,5,6,3,6,6,7,7
38,6,6,1,7,7,5,1,5,4,2,1,7,7,7,4,7,7,4,5,4,7,7
39,7,3,2,7,4,7,1,5,1,1,1,7,7,6,6,6,7,5,6,5,6,7
40,7,4,5,7,7,7,2,2,3,2,4,7,7,6,5,5,7,4,7,5,6,5
41,6,5,5,4,7,4,1,1,4,1,2,5,4,2,3,7,5,6,6,3,5,7
42,7,6,1,7,4,7,1,4,1,1,1,7,7,3,6,6,7,6,7,4,7,6
43,7,6,1,7,7,7,1,1,1,1,1,7,7,2,6,7,7,6,7,6,7,7
45,7,1,2,5,7,7,1,1,4,1,2,7,6,2,4,7,7,4,6,2,4,3
46,7,1,1,7,7,6,2,5,1,1,1,7,7,7,1,7,7,6,7,2,7,7
47,7,1,1,7,7,7,1,1,1,1,1,7,7,6,6,4,7,4,5,5,4,4
48,7,1,1,6,7,7,1,4,1,1,1,5,7,2,5,5,7,4,5,4,7,6
49,7,3,5,4,7,4,1,1,4,1,4,4,4,3,1,5,5,3,7,4,4,4
50,7,1,1,6,7,7,1,5,1,1,1,7,7,6,5,6,7,4,7,6,7,7
51,6,5,4,5,5,5,2,1,3,2,3,7,4,5,3,5,6,3,5,2,7,6
52,7,1,1,7,7,7,1,1,1,1,1,7,7,4,4,6,7,4,6,2,6,5
53,7,1,1,7,7,7,1,1,1,1,1,7,7,7,5,7,7,6,7,6,7,4
54,6,6,5,4,4,4,2,1,4,1,4,4,4,2,1,4,4,4,5,2,4,4
55,7,3,4,6,7,5,1,3,2,1,4,6,5,4,2,7,6,4,7,6,5,4
56,7,1,1,7,7,7,1,5,1,1,1,7,7,7,6,7,7,6,7,6,6,6
57,6,1,1,4,4,6,2,2,1,1,1,7,5,6,1,4,7,5,5,4,4,4
58,7,2,1,6,7,7,1,5,1,1,2,7,6,3,5,6,7,4,7,6,7,7
59,6,1,2,5,6,6,2,5,2,1,1,7,6,5,4,6,7,6,7,6,4,3
60,7,6,5,5,7,6,1,5,4,2,3,5,6,4,1,5,4,4,5,4,4,4
61,7,2,1,7,4,7,1,5,1,1,1,7,7,7,6,7,7,4,7,6,7,7
62,7,2,3,7,7,7,1,2,1,1,1,7,6,5,5,6,7,4,7,5,6,7
63,7,1,1,7,7,7,1,1,1,1,1,7,7,7,6,7,7,4,7,6,7,4
65,7,4,4,7,7,7,1,1,4,1,1,7,4,6,1,7,7,4,7,5,7,7
66,7,1,1,7,7,7,1,1,1,1,1,7,7,6,5,7,7,4,7,6,7,7
69,6,4,4,4,5,7,2,3,4,2,1,5,4,2,4,4,4,6,6,2,4,4
71,7,4,5,7,7,7,1,1,2,1,1,7,7,3,4,6,7,6,7,5,5,4
72,7,6,1,4,4,4,1,1,4,1,4,4,4,2,1,4,4,3,5,2,4,3
73,7,1,1,7,7,7,1,3,1,1,1,7,7,6,4,6,7,5,7,6,6,7
74,7,6,5,5,7,7,1,3,4,2,4,4,7,3,5,7,4,6,7,6,7,5
75,6,6,4,7,5,4,2,1,1,1,1,7,7,7,1,5,7,4,7,4,4,7
76,7,3,3,4,4,4,1,1,3,1,3,4,4,4,1,4,4,3,5,2,5,5
77,7,1,4,4,7,4,1,1,4,1,4,4,4,4,4,4,4,3,5,2,4,3
79,7,5,2,4,7,4,1,3,4,1,4,5,4,7,1,7,5,6,7,2,4,3
80,6,1,5,5,4,7,2,5,4,2,4,4,5,4,6,6,7,4,7,4,4,7
81,6,2,1,6,7,7,1,1,1,1,1,6,5,6,4,6,6,6,7,6,6,7
82,7,5,1,5,7,6,1,1,4,2,4,4,4,3,4,6,6,5,5,4,4,3
83,6,6,4,5,5,5,2,1,4,1,3,4,4,2,3,4,6,3,7,2,4,7
84,7,6,5,5,7,4,1,1,1,1,4,4,7,2,1,4,4,6,7,2,4,3
85,7,1,1,7,7,7,1,1,1,1,1,7,7,2,4,4,4,3,7,4,4,7
86,7,5,1,7,7,7,1,1,1,1,1,7,7,7,6,7,7,4,5,6,7,7
87,7,6,1,7,7,7,1,1,1,1,1,7,7,7,6,6,7,3,7,6,5,4
88,7,4,5,7,7,7,1,5,4,2,3,4,5,7,4,7,6,4,7,2,6,5
89,6,1,5,6,5,7,2,5,4,2,1,7,6,2,1,6,7,5,7,4,7,7
90,7,1,1,7,7,7,1,5,1,1,1,7,7,6,4,7,7,4,7,6,7,7
91,6,1,5,4,7,4,2,5,4,2,4,4,7,4,1,4,4,3,7,2,7,3
92,7,1,1,7,7,7,1,4,1,1,1,7,7,7,6,6,7,3,7,6,7,7
93,7,3,4,5,7,6,1,3,4,2,2,5,7,3,5,6,7,6,7,4,5,6
94,6,4,4,4,7,7,1,1,4,1,2,5,7,4,2,6,4,6,6,4,5,6
95,6,6,5,4,6,4,1,2,4,2,2,6,4,3,4,4,7,4,5,2,4,3
96,7,1,3,5,4,7,1,1,4,1,4,7,7,7,2,6,7,6,7,6,7,6
97,7,6,5,5,7,6,1,4,4,1,3,4,5,4,4,7,4,6,7,5,6,6
98,7,1,1,7,7,7,1,1,1,2,1,7,7,2,3,4,7,3,6,2,4,3
99,6,6,4,5,4,5,2,5,4,2,3,5,7,2,5,4,4,6,7,3,7,7
100,7,1,1,7,7,7,1,1,1,1,1,7,7,7,6,7,7,6,7,6,7,7
101,7,1,2,7,7,7,1,1,1,1,1,6,7,7,6,7,6,6,7,6,7,7
102,7,1,5,5,7,7,1,1,2,1,2,4,5,5,5,6,6,6,7,6,6,5
103,7,4,1,6,7,6,1,5,1,1,1,6,6,5,6,6,6,6,7,2,6,6
105,7,1,1,7,7,7,1,5,1,1,1,7,7,7,6,4,7,3,7,5,7,7
106,6,4,4,6,7,5,2,4,1,2,2,6,4,4,3,6,6,4,7,5,6,5
107,7,2,5,6,7,5,2,1,3,1,4,6,6,4,1,7,7,6,7,5,7,6
108,7,4,1,7,4,7,1,1,1,1,1,7,7,7,6,4,7,6,7,5,7,7
109,7,2,5,6,7,7,1,1,1,1,1,7,7,7,6,7,6,6,7,6,7,7
110,7,2,5,5,7,6,1,1,2,2,2,5,4,4,4,7,5,5,7,2,5,4
111,7,5,4,4,7,4,1,3,4,1,4,4,4,5,1,4,4,3,5,4,6,5
112,6,2,5,6,7,7,1,2,2,1,1,6,7,4,2,6,6,6,6,2,6,6
114,7,1,1,7,7,7,1,1,1,1,1,7,7,7,5,7,7,6,7,6,7,7
115,7,4,3,4,7,4,1,1,2,1,4,4,4,3,4,5,4,6,6,5,6,4
116,7,4,5,4,6,4,1,1,1,1,1,7,4,7,2,7,7,6,5,3,4,6
117,6,6,4,4,7,7,2,4,4,2,4,4,4,2,1,4,4,3,5,2,4,3
118,7,6,4,7,4,4,2,3,4,2,2,7,4,4,6,4,7,3,5,3,4,6
119,7,2,4,6,7,6,1,2,2,2,2,6,6,7,4,5,6,6,7,6,6,4
120,7,1,1,6,7,6,1,3,1,2,2,7,6,7,6,7,7,6,7,6,7,7
121,7,6,5,5,7,5,1,1,1,2,4,4,4,7,3,5,4,3,7,6,7,7
122,6,4,4,7,4,7,1,3,2,1,1,7,5,4,4,6,5,3,7,2,7,7
123,7,6,4,4,7,7,1,1,4,1,4,4,4,2,3,5,4,5,6,2,6,3
124,6,3,3,6,4,4,2,5,3,2,2,4,4,5,3,5,5,4,5,4,4,4
125,7,1,1,6,7,4,1,1,1,1,4,7,4,7,3,6,7,3,7,6,7,7
126,7,4,5,4,7,4,1,1,4,1,4,7,7,2,4,4,7,6,5,2,4,3
127,7,1,1,7,4,7,1,1,1,2,1,7,6,6,1,4,7,3,6,5,6,6
128,6,4,3,4,4,6,2,5,2,2,1,4,5,2,5,4,4,3,6,3,4,4
129,7,2,5,4,7,4,1,1,3,2,3,6,4,2,2,6,4,4,6,3,5,5
130,7,4,2,4,4,4,2,3,4,1,3,4,4,3,2,4,4,5,7,2,4,4
131,7,6,1,4,7,6,1,1,1,2,2,7,5,7,2,6,6,6,7,4,5,3
134,7,1,5,4,7,7,1,1,4,1,4,4,4,3,6,4,4,6,7,4,7,5
135,7,6,4,4,7,4,1,1,1,2,4,7,4,2,2,4,4,3,7,2,4,5
136,7,5,5,7,7,6,1,2,1,2,1,6,6,2,4,7,5,3,6,3,5,6
137,7,1,1,7,7,7,1,1,1,1,1,7,6,7,4,7,7,6,7,2,7,6
138,7,1,1,6,4,7,2,5,1,1,1,6,6,6,4,4,5,6,7,6,6,7
139,7,6,5,5,7,6,2,4,2,2,2,5,5,5,4,4,4,3,5,4,4,4
140,7,1,1,7,4,7,1,1,1,1,1,7,7,7,4,4,7,4,7,6,4,4
141,6,2,2,4,6,4,2,4,1,1,1,6,6,5,4,7,6,3,6,6,7,6
142,7,1,5,4,5,4,1,1,4,2,4,4,4,2,1,6,4,4,5,2,4,3
143,6,1,3,7,6,7,1,3,1,1,2,7,4,7,1,4,7,6,7,2,4,3
144,6,1,1,6,7,4,1,1,1,1,1,6,5,7,6,4,6,6,6,4,5,6
145,7,1,1,7,7,7,1,1,1,1,1,7,7,7,6,7,7,4,7,2,7,7
146,6,6,1,4,4,5,2,5,1,2,1,6,6,7,5,4,6,4,5,5,5,5
147,7,1,1,7,4,7,1,2,1,1,1,7,7,7,4,7,7,6,7,6,7,7
148,6,3,3,4,6,5,2,2,2,2,4,4,6,5,2,6,4,6,7,5,5,3
149,7,1,1,6,4,5,2,5,1,2,2,7,5,6,4,6,7,5,7,2,7,6
150,6,6,1,7,4,7,2,2,1,2,2,6,7,2,4,6,7,3,5,4,5,6
151,7,6,4,4,7,4,1,1,4,2,1,5,4,2,1,4,4,3,5,2,4,3
152,7,4,4,7,7,7,2,4,1,1,1,7,7,6,4,7,7,4,7,2,4,6
153,7,1,4,5,7,5,1,1,4,1,1,7,5,2,1,5,7,5,7,4,5,6
154,7,4,4,4,7,4,1,1,4,1,4,4,4,4,1,7,4,6,7,4,7,3
155,6,1,1,4,5,6,1,2,1,1,1,5,5,6,3,5,7,6,5,2,4,6
156,6,6,5,4,7,4,1,1,4,2,4,4,4,2,2,4,5,3,6,4,4,3
157,7,6,1,7,7,7,2,5,1,1,1,7,7,7,6,4,7,6,6,6,6,6
158,7,2,4,5,7,6,1,4,4,1,1,7,6,4,4,7,7,6,6,4,6,6
159,7,1,3,7,7,7,1,1,1,1,1,7,6,6,4,5,7,3,7,5,4,3
160,7,4,1,4,7,4,1,1,2,1,4,4,5,4,5,6,5,5,7,5,6,5
161,7,2,5,7,7,7,1,1,2,1,1,6,6,6,4,6,6,6,7,4,6,7
162,7,2,4,6,7,7,1,1,1,1,1,7,5,2,2,4,4,5,5,6,7,3
163,6,1,1,7,5,7,2,5,1,2,1,7,7,7,6,4,7,4,5,4,4,3
164,7,6,1,6,7,7,1,1,1,1,1,5,5,6,4,5,7,6,6,4,5,5
165,7,4,5,4,7,4,1,1,1,1,4,4,4,3,4,5,4,3,7,4,7,3
166,6,1,1,6,7,6,1,1,1,1,1,6,5,4,4,4,5,4,7,4,5,5
167,6,2,2,6,6,7,2,2,1,2,1,6,6,5,4,6,6,3,6,4,5,6
168,6,5,5,4,6,4,2,2,4,2,4,4,4,2,1,7,4,6,7,3,5,4
169,7,4,4,7,7,7,1,2,4,1,1,7,7,4,2,6,7,6,7,6,4,4
170,6,5,4,4,5,5,2,3,3,2,4,6,4,6,4,7,6,5,7,3,6,4
171,6,4,5,4,4,4,2,4,4,2,4,4,4,2,1,4,4,3,5,4,4,4
172,6,6,5,4,4,4,2,5,4,2,4,5,4,2,1,4,5,3,5,2,5,4
173,6,6,5,4,7,4,1,2,4,1,4,4,5,4,1,5,4,4,6,4,4,3
174,6,1,2,6,4,7,2,1,1,2,1,7,7,2,4,6,7,3,7,6,7,5
175,7,1,1,7,7,7,1,1,1,1,1,7,7,7,5,7,7,6,7,6,4,7
176,7,1,4,7,7,7,1,1,2,1,1,7,6,2,4,4,7,5,7,4,7,7
177,7,6,3,4,7,4,1,1,1,1,4,4,4,2,3,4,4,4,6,2,5,6
178,7,2,4,6,7,7,1,1,1,1,1,6,7,4,5,6,7,6,7,5,7,6
179,7,3,4,4,7,6,1,5,2,1,3,5,5,5,4,5,4,5,7,3,5,7
180,7,1,1,5,7,5,1,5,1,1,4,7,7,7,6,6,7,6,7,6,7,7
181,7,1,1,6,7,6,1,1,1,1,2,6,6,7,6,7,6,6,7,6,7,7
182,7,2,4,4,7,5,1,1,4,2,2,4,4,4,4,4,4,3,5,2,4,3
183,7,1,5,4,7,4,1,1,4,2,4,4,4,2,1,4,4,3,5,2,6,3
185,6,5,4,5,7,5,1,1,4,1,3,4,4,2,1,7,5,4,7,4,7,5
186,7,6,5,6,7,6,1,4,4,1,4,6,5,2,1,4,5,3,7,2,6,3
187,7,4,4,4,7,4,1,1,3,1,4,4,4,4,4,5,4,4,5,4,5,4
191,7,2,5,7,7,7,1,5,3,1,3,7,6,4,6,6,6,6,6,5,6,5
193,6,5,2,5,7,5,2,3,1,2,4,6,4,6,3,6,6,3,5,5,4,3
196,7,5,1,7,7,7,1,1,1,1,1,7,7,7,6,4,7,4,7,6,6,6
197,7,6,5,4,7,4,1,1,4,1,4,4,5,2,1,7,4,6,5,2,7,3
199,7,1,1,7,7,7,1,1,1,1,1,7,7,7,6,4,7,6,7,4,7,7
200,6,2,5,6,7,7,1,2,4,2,2,6,6,6,2,4,5,4,6,6,5,6
201,6,3,5,7,4,7,1,5,2,1,1,7,7,2,1,4,4,4,7,5,7,7
202,7,5,1,7,7,4,1,1,2,1,1,7,6,6,4,6,7,6,7,2,6,7
203,7,1,1,6,7,5,1,1,1,1,1,6,6,5,2,6,4,4,7,3,7,7
204,7,1,1,7,5,4,1,1,1,2,4,4,6,2,6,4,4,5,5,4,5,7
205,6,6,5,4,7,4,1,1,4,1,4,4,4,2,1,5,4,4,5,2,4,3
206,7,1,1,7,7,6,1,1,1,1,1,7,7,7,3,7,7,5,7,6,6,7
207,7,4,5,4,7,5,1,1,4,1,4,4,4,3,1,4,4,3,5,3,4,3
208,6,2,3,6,7,6,1,1,2,2,4,4,4,4,5,4,4,3,5,4,4,4
210,7,3,4,5,7,7,1,2,1,2,1,7,6,3,2,7,7,6,6,6,5,3
212,7,1,3,4,7,4,1,1,4,1,4,4,4,4,1,4,4,5,7,4,4,3
213,7,1,5,4,7,5,1,1,1,1,4,4,4,3,4,4,4,4,7,2,5,3
214,7,2,1,7,4,7,1,1,2,1,1,7,5,5,6,7,6,4,7,4,7,4
215,7,4,4,7,7,7,1,1,1,1,1,6,7,4,4,6,7,4,7,6,4,6
216,7,6,5,7,7,7,1,1,1,1,1,7,7,2,1,7,7,6,7,2,7,7
217,7,6,1,7,4,7,1,4,1,1,1,7,7,6,1,4,7,4,7,4,7,4
218,7,2,1,5,7,5,1,1,4,1,2,4,5,2,5,6,5,3,6,2,4,4
219,7,1,4,5,7,6,1,3,4,1,4,6,5,3,5,5,5,4,7,3,5,6
221,7,1,1,7,6,7,2,1,1,1,1,6,7,7,5,6,7,6,6,6,6,6
222,6,6,1,7,4,7,2,5,1,2,1,7,7,7,6,4,7,3,5,6,4,4
223,6,6,5,4,4,6,2,5,4,1,2,4,4,2,6,6,5,6,6,2,4,3
225,6,1,4,5,4,6,2,5,4,2,3,4,6,2,4,6,6,6,5,5,4,5
226,7,1,5,7,7,7,1,1,1,1,3,7,4,4,1,4,7,4,6,2,6,6
227,6,5,5,6,7,5,1,4,4,2,2,4,5,2,6,4,4,6,6,3,4,5
228,7,6,5,7,7,7,1,1,4,1,1,7,6,4,6,6,7,6,7,4,6,6
229,7,1,2,6,5,4,1,2,1,1,1,7,6,2,6,4,4,4,5,4,4,3
230,7,1,1,7,7,7,1,5,1,1,1,7,7,7,6,7,7,5,7,6,6,7
231,7,1,5,4,7,7,1,1,3,1,1,5,4,2,4,6,5,3,5,3,5,3
232,7,6,5,4,4,4,1,1,4,1,4,4,4,2,1,4,4,4,5,2,7,4
233,6,1,3,7,5,7,1,1,1,1,1,7,7,7,6,6,7,6,7,6,7,7
